Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
MLACI20,LIMPIADOR P/BAÑOS BIDON 20LTS,QUIMI,Pieza,25/10/13,29/10/13,0, $148.71 
MLADAP1999,"ADAPTADOR PE-A.D ROSCA 3/4"" (5C)",BY  E,PIEZA,19/05/15,,0, $8.02 
MLAEMA0,ACEITE P/MADERA PLEDGE 476g LIMP/BRILLO,BA  E,PIEZA,24/07/17,01/03/18,10, $77.55 
MLAEMA1,ACEITE P/MADERA PLEDGE 333 GRS AER,BA  E,PIEZA,08/06/18,12/06/18,18, $77.55 
MLAEMA5,ACEITE ROJO C/AROMA 5LIT,BA  E,PIEZA,10/03/16,25/06/14,0, $201.00 
MLAEMA5L,ACEITE ROJO C/AROMA 1LT,BA  E,Pieza,,,0, $-   
MLAEMA6,ACEITE PARA MOP 20LT CON AROMA,BB  E,PIEZA,25/11/17,27/11/17,0, $720.00 
MLAIR01,6+1 AIRWICK ELECTRICO,BD  E,PIEZA,05/12/17,13/12/17,0, $237.94 
MLAJA0,AJAX C/REPELENTE 1LT AGRANEL,U   F,PIEZA,09/05/15,14/05/15,0, $17.50 
MLAJA1,HAJAX EXPEL SUPER 5 LT,U   F,PIEZA,17/06/17,31/05/16,1, $51.10 
MLAJA2,AJAX EXPEL 1 LT.,BAM E,Pieza,18/05/15,28/04/14,0, $18.75 
MLAJA20,HAJAX Con EXPEL 20LT,OCS E,Pieza,03/07/17,06/07/17,0, $259.00 
MLAJA3,HAJAX EXPEL 1LT AGRANEL,BK  E,PIEZA,20/04/15,04/07/15,0, $18.00 
MLAJAX03,AJAX AMONIA BOTELLA 5 LTS,BAM E,PIEZA,20/07/15,20/07/15,0, $116.38 
MLALUM,ALUMINIO MEGA PAK 50,U   F,PIEZA,27/04/15,27/04/15,0, $30.77 
MLAR006,REP PENTEL KFR7-C P/K157 Y K227 AZUL,OEY C,PIEZA,25/05/16,25/05/16,0, $10.96 
MLARO02,AROMAT BRISMAR ECO 5LTS,QUIMI,PIEZA,24/04/18,23/04/18,6, $127.50 
MLARO03,AROMATIZANTE AMBIENTAL CAROLINA ECO 5LIT,QUIMI,PIEZA,24/02/16,19/10/17,0, $100.68 
MLARO04,AROMAT BRISMAR 20 LTS,QUIMI,PIEZA,27/11/17,20/04/18,0, $465.00 
MLARO05,AROMATIZANTE AMBIENTAL DRAKAR 5LTS,QUIMI,PIEZA,06/04/16,19/02/10,1, $91.23 
MLARO05A,AROMATIZANTE DRAKAR 1LIT,QUIMI,PIEZA,04/05/02,19/02/10,2, $39.00 
MLARO06,AROMAT FLORAL SUPER 20LT,QUIMI,PIEZA,16/12/17,18/12/17,4, $465.00 
MLARO06A,AROMATIZANTE FLORAL 1LT,QUIMI,PIEZA,17/12/14,17/12/14,0, $39.00 
MLARO06B,AROMATIZANTE CAROLINA HERRERA 1LT,QUIMI,PIEZA,15/01/15,17/01/15,0, $39.00 
MLARO06C,AROMATIZANTE CAROLINA HERRERA 20 LT,QUIMI,PIEZA,15/03/17,17/03/17,2, $465.00 
MLARO07,AROM DURAZNO SUPER 20LT,BD  E,PIEZA,05/06/18,13/01/16,1, $487.50 
MLARO08,AROMAT DRAKAR 20LT,BD  E,PIEZA,23/03/18,03/05/18,0, $465.00 
MLARO09,AROMATIZANTE CK ONE 20LT,BD  E,PIEZA,28/01/16,21/04/16,0, $372.00 
MLARO09A,AROMA DURAZNO SUPER 5LTS,BD  E,PIEZA,10/01/18,04/01/18,3, $159.90 
MLARO32,AROM AIR WICK CITRICO 325GR,BD  E,PIEZA,27/02/13,02/05/13,0, $45.20 
MLARO33,AROM  AIR WICK FRUTA 325GR,BD  E,PIEZA,25/02/13,01/04/13,0, $49.41 
MLARO34,              AROM AIR WICK MANZA335 GRS,BD  E,PIEZA,09/03/10,16/12/11,0, $31.68 
MLARO34A,           AROM AIR WICK MANZ-/CAN 406GR,BD  E,PIEZA,10/04/13,23/04/13,0, $33.36 
MLARO35,AROM AIR AQUA MARINA 325GRS,BD  E,PIEZA,25/04/13,20/08/14,0, $47.17 
MLARO37,AROMAX 5 LTS CANELA,BD  E,PIEZA,18/04/18,18/04/18,2, $127.50 
MLARO37A,AROMATIZANTE  20 LIT CANELA,BD  E,PIEZA,02/05/18,02/05/18,1, $465.00 
MLARO37B,AROMATIZANTE AMBIENTAL CHANEL 5LIT,BD  E,PIEZA,27/07/11,26/07/11,0, $79.50 
MLARO37C,AROMAT FLORAL ECO 5LTS,BD  E,PIEZA,06/12/17,10/01/18,2, $121.50 
MLARO37L,AROMAX CANELA 1LT,BD  E,Pieza,,,0, $-   
MLARO38,AROMA COCO SUPER 5LT,QUIMI,PIEZA,25/10/17,10/10/17,1, $121.50 
MLARO39,AROMATIZANTE CK ONE 5LT,QUIMI,PIEZA,24/02/16,19/10/17,0, $111.00 
MLARO39A,AROMATIZANTE AMBIENTAL CAROLINA 20LT,QUIMI,PIEZA,14/09/16,19/02/10,0, $465.00 
MLARO40,AROMAT WIESE MANZANA-CANELA 400ml,BD  E,PIEZA,04/06/18,05/06/18,12, $40.48 
MLARO41,AROMAT WIESE HAWAIIAN GING 400ml,BD  E,PIEZA,07/05/18,08/06/18,16, $40.48 
MLARO42,AROMAT WIESE FRUTAS ROJAS 400ml,BD  E,PIEZA,31/05/18,01/06/18,21, $40.48 
MLARO43,AROMAT WIESE TAHITI  400ml,BD  E,PIEZA,11/04/18,01/06/18,16, $40.48 
MLARO44,REP AROM AEROSOL WIESE MANGO,U   F,PIEZA,26/02/15,05/03/15,0, $43.40 
MLARO45,REP AROMA AEROSOL WIESE V/AROMAS,U   F,PIEZA,06/09/17,29/05/18,3, $50.86 
MLARO46,WIESE AROMTIZANTE  AQUA 400ML,BD  E,PIEZA,11/04/18,05/06/18,22, $40.48 
MLARO47,......AROMAT WIESE BRISA DE ALPES,BD  E,PIEZA,,30/07/14,0, $33.70 
MLARO48,AROMAT WIESE LAVANDA,BD  E,PIEZA,20/03/18,01/06/18,9, $40.49 
MLARO49,AROMAT WIESE PARAISO FLORA 400ML,BD  E,PIEZA,20/03/18,05/06/18,9, $40.49 
MLARO50,REP AROMA SENSATION GEL CUADRADO,BAT E,PIEZA,15/12/15,11/05/16,0, $35.83 
MLARO50A,AROMATIZANTE GLADE GLASS CUADRADO C/BASE,QUIMI,PIEZA,06/07/15,08/07/15,0, $38.79 
MLARO50D,REP AROMAT SENSATION C/2  CUADRADO,BAT E,PAQUETE,15/12/15,,0, $62.07 
MLARO51,AROMAT WIESE CITRICO,BD  E,Pieza,08/05/17,27/12/17,0, $35.84 
MLARO52,AROM FRES+MAT ARRECIFE AUTOMATICO,BD  E,PIEZA,30/04/14,30/04/14,0, $-   
MLARO53,AROM AUTOMAT 2+1 FRESH MATIC AIRWICK,BD  E,PIEZA,29/04/14,13/03/15,0, $192.68 
MLARO54,AROMAT FRESHMATIC 3+1 DISPENSADOR AUTOMA,BD  E,PIEZA,15/11/12,,0, $200.42 
MLARO55,REP AROMAT FRESH MATIC AIR WICK,BAT E,PIEZA,26/10/17,26/10/17,0, $135.00 
MLARO56,AROMAT WIESE SENSACION CAMPESTRE 400ML,BD  E,PIEZA,23/05/18,23/05/18,25, $40.49 
MLARO57,AROM WIESE AMOUR 400ML,BD  E,PIEZA,07/10/14,09/10/14,0, $33.33 
MLARO58,REP AROMATIZANTE WIESE 3000 DISPAROS,BN  E,Pieza,14/01/16,28/04/16,0, $46.50 
MLARO59,AROM WIESE AEROSOL P/DESP 256ML,BN  E,PIEZA,05/01/16,18/02/16,0, $59.47 
MLARO60,AROMATIZANTE FEBREZE LAVANDA PRIM,QUIMI,PIEZA,03/11/14,05/04/16,0, $64.00 
MLARO61,COMBO AROMT AIRWICK 1APARATO C/6REP83608,BAT E,PAQUETE,25/03/15,27/04/16,0, $276.48 
MLARO62,AROMAT FEBREEZE 3/275 DIF AROMA,BD  E,PIEZA,25/08/15,,0, $55.60 
MLARO63,REP AROMA AEROSOL WIESE MANZANA CANELA,BAT E,PIEZA,15/05/18,17/05/18,5, $54.49 
MLARODU,AROMAT AMBIENTAL DURAZNO 20 LTS,QUIMI,Pieza,09/01/16,06/06/18,1, $372.00 
MLARODW288A,DISP. AROMAT. DUTY WORKS DW-288A C/CTRL,BN  E,PIEZA,,19/02/10,1, $517.50 
MLAROEL1,AWK ELECT RELAXLAV AP 12/21,BD  E,PIEZA,24/06/14,24/06/14,0, $68.92 
MLAROEL2,AWK ELECT AQUAMARINA P 12/21,BD  E,PIEZA,03/04/14,05/04/14,0, $62.07 
MLAROHG,REP AROMA AEROSOL WIESE HAWAIIAN GINGER,BAT E,Pieza,29/08/17,17/05/18,15, $54.49 
MLAROL1,AROM LYSOL 300GRS ELIMINA GERMENES 99.9%,BD  E,PIEZA,26/09/16,23/01/18,0, $64.95 
MLAROL2,(NAEHO5) DESINF. WIESE CITRICO 400ML,BD  E,PIEZA,,19/02/10,1, $60.00 
MLAROL3,NLILG10 LIQ. GOTEADOR LAVANDA 270 GR.WIE,BD  E,Pieza,18/12/17,26/01/18,0, $140.00 
MLAROL4,NLILG11 LIQ. GOTEADOR MANZ-MENT 270GR WI,BD  E,PIEZA,29/01/18,31/01/18,0, $141.00 
MLAROM55,AROM AIRWICK MAGNOLIA Y CHERRY,BD  E,PIEZA,,,0, $49.41 
MLATO01,ATOMIZADOR PLASTICO 1/2 LT,BE  E,PIEZA,06/06/18,06/06/18,52, $13.05 
MLATO02,ATOMIZADOR PLASTICO 1LT,BE  E,PIEZA,08/06/18,13/06/18,42, $16.32 
MLATO03,18101 ATOMIZADOR IND 900ML TIPO GANSO,BE  E,PIEZA,13/04/16,26/05/16,0, $17.55 
MLAUT02,            AUTOBRILLO SILICON AZUL 20LT,U   F,PIEZA,,,0, $-   
MLAXA02,AJAX AMONIA BOTELLA  1LT,U   F,PIEZA,16/02/15,16/02/15,0, $22.93 
MLAXA05,AJAX BICLORO 582G. EN POLVO,U   F,PIEZA,16/01/17,11/01/18,3, $20.31 
MLAXA06,AJAX BICLORO ERDE POLVO 388g,BV  E,PIEZA,20/07/17,20/07/17,1, $17.84 
MLAZSA1,AZUCAR DE 50 Kilos SACO,EB  E,PIEZA,26/04/13,02/05/12,0, $675.00 
MLAZUC1,AZUCAR ZULKA 1kg STANDARD,EB  E,KILO,28/05/18,09/06/18,20, $28.35 
MLAZUC10,AZUCAR CAMESINO 1KG STANDARD,EB  E,PIEZA,05/05/17,15/02/18,0, $20.23 
MLAZUC2,AZUCAR MEMBER´S 660,EB  E,PIEZA,17/11/15,18/11/15,0, $178.50 
MLAZUC3,AZUCAR STANDAR GRANEL 1K,EB  E,KILO,13/09/17,13/09/17,0, $36.40 
MLAZUC4,AZUCAR ZULCA 1KG  REFINADA,EB  E,PIEZA,13/06/16,15/06/16,0, $22.86 
MLAZUC5,AZUCAR REFINADA EN SOBRE C/1000,EB  E,PIEZA,18/05/09,07/03/12,0, $122.24 
MLAZUC7,AZUCAR SPLENDA C/600,EB  E,PIEZA,14/02/18,09/06/18,1, $288.93 
MLAZUC8,AZUCAR SPLENDA SUSTITUTO C/300,EB  E,PIEZA,17/05/12,18/05/12,0, $132.00 
MLAZUC9,AZUCAR GREAT VALUE 1Kg. STANDARD,EB  E,PIEZA,09/07/12,,0, $29.85 
MLBA19,"1906-FR BASTON FIB DE VID. 1""X1.5 ROJO",BG  E,PIEZA,12/05/16,19/05/16,0, $143.88 
MLBA1904B,1904-FB BASTON FIBRA DE VIDRIO AZUL,BG  E,PIEZA,16/07/14,10/12/12,0, $111.25 
MLBA1904R,1904FR BASTON FIBRA DE VIDRIO ROJO,BG  E,PIEZA,16/07/14,10/12/12,0, $111.53 
MLBA1904W,1904 FW BASTON FIBRA DE VIDRIO BLANCO,BG  E,PIEZA,04/06/13,19/02/10,6, $114.80 
MLBA1904Y,1904FY BASTON FIBRA DE VIDRIO AMARILLO,BG  E,PIEZA,,19/02/10,4, $111.73 
MLBA7276,7276 BASTON METALICO PINTADO P/ESCOBAS,BG  E,PIEZA,22/10/13,,0, $10.50 
MLBAM6404,FUNDA P/MOPS DE 125 cm 6404 CASTOR,BAB E,PIEZA,07/05/18,09/05/18,10, $114.60 
MLBAMC6202,FUNDA P/MOP 60 cms. EXPORT CASTOR 6202,BAB E,PIEZA,11/04/18,07/05/18,33, $79.20 
MLBAMO01,6102 BASE P/MOPS DE 60 CM GALVANIZADA,BF  E,PIEZA,01/06/18,25/05/18,19, $81.20 
MLBAMO02,BASE P/MOPS DE 90 CM GALVANIZADA,BF  E,PIEZA,09/04/18,10/04/18,3, $50.70 
MLBAMO02A,6102-1 BASE P/MOP 60CMS CASTOR INTERCAMB,BF  E,PIEZA,06/11/17,01/11/17,7, $63.80 
MLBAMO02B,6103 BASE P/MOP 90CM CASTOR,BF  E,PIEZA,06/06/18,06/06/18,7, $88.95 
MLBAMO02C,6101 BASE P/MOP CASTOR DE 40CM,BF  E,PIEZA,17/05/12,26/03/15,0, $67.89 
MLBAMO02D,BASE P/MOP 40cm. INDS,BF  E,PIEZA,22/07/13,19/02/10,2, $35.64 
MLBAMO03,FUNDA P/MOPS DE 60 CM,BAB E,PIEZA,23/05/17,01/06/18,19, $27.00 
MLBAMO03.,FUNDA P/MOP LONA DE 60CM CASTOR 6402,BAB E,PIEZA,03/05/18,04/05/18,15, $54.02 
MLBAMO03A,FUNDA P/MOP 60CMS ROJA CASTOR,BAB E,PIEZA,08/09/14,04/05/17,0, $51.59 
MLBAMO03B,FUNDA P/MOPS DE 60CMS HILAZA,BAB E,PIEZA,,19/02/10,1, $32.14 
MLBAMO04,FUNDA P/MOPS DE 90 CM,BAB E,PIEZA,05/12/17,02/05/18,20, $71.70 
MLBAMO04.,6203 FUNDA P/MOP LONA 90CM  CASTOR,BAB E,PIEZA,14/02/18,24/05/18,19, $107.25 
MLBAMO05,BAT0001LS BASE P/MOP 60CMS METALICA,BF  E,PIEZA,23/03/18,01/06/18,2, $51.57 
MLBAMO06,BASE P/MOP DE 125  ESTRUCTURA,BF  E,PIEZA,20/03/18,25/05/18,0, $70.23 
MLBAMO07A,FUNDA P/MOP 1.25CMS CASTOR PRF,BAB E,PIEZA,19/09/17,19/09/17,2, $134.10 
MLBAMO1,FUNDA P/MOP 40CMS INDUSTRIAL,BAB E,PIEZA,19/06/15,30/10/17,5, $20.58 
MLBAMO13017,FUNDA P/MOPS 90 CMS HILASA S/M,BAB E,PIEZA,19/06/17,21/06/17,8, $44.25 
MLBAMO2,6401 FUNDA 40/45 PROFESIONAL,BAB E,PIEZA,06/11/17,17/08/17,7, $39.80 
MLBASE1,6103-i BASE MET INTERC P/MOP 90CM CASTOR,BF  E,PIEZA,13/07/17,25/08/17,0, $88.95 
MLBASE2,6104 BASE P/MOP CASTOR 125CM,BF  E,PIEZA,05/03/18,03/05/18,0, $98.55 
MLBAST1,B1 BASTON MADERA NAT 7/8 ROSCADO,BG  E,PIEZA,25/05/18,07/06/18,70, $9.45 
MLBIO433-20,BIODIGESTOR 433 P/DRENAJE 20 LTS,OCS E,Pieza,08/09/15,10/09/15,0, $819.00 
MLBIO433-5,BIODIGESTOR 433 P/DRENAJE 5 LTS,OCS E,Pieza,08/09/15,10/09/15,0, $214.20 
MLBOH01,BOMBA HULE PAR WC,U   F,PIEZA,26/01/18,18/01/18,16, $17.70 
MLC4202B,"CEPILLO PBT BI-LEVEL MEDIO, AZUL",BI  E,PIEZA,29/10/12,29/10/12,0, $156.90 
MLCAFE0,NESCAFE CLASSICO 300/350 GRS,EC  E,PIEZA,06/06/18,04/06/18,13, $176.09 
MLCAFE10,NESCAFE CLASICO 400 GRS,EC  E,PIEZA,06/12/16,19/02/10,0, $0.01 
MLCAFE1A,CAFE TOST Y MOLIDO  BAKERS CHEFS 1.2Kg.,EC  E,PIEZA,02/05/17,31/05/18,1, $245.99 
MLCAFE1B,CAFE DESCAF BAKERS CHEFS 1.2Kg.,EC  E,PIEZA,29/09/15,19/02/10,2, $238.48 
MLCAFE2,NESCAFE CLASICO LATA 1.2KG,EC  E,PIEZA,12/09/17,04/10/17,0, $477.48 
MLCAFE2A,CAFE CLASICO 1.2KG LATA CLASICO,EC  E,PIEZA,09/10/15,02/09/15,0, $478.50 
MLCAFE3,CAFE SOLUBLE AGRANEL 1KILO,EC  E,KILO,30/10/15,06/11/15,0, $315.00 
MLCAFE6,NESCAFE DECAF 300/350 GRS,EC  E,PIEZA,08/01/18,18/04/18,5, $148.50 
MLCAFE7,CAFE GRANO 1KG SANTA FE REGULAR,EC  E,PIEZA,12/01/11,01/12/11,0, $166.49 
MLCAFE8,NESCAFE CLASICO LATA 1 KG,EC  E,PIEZA,06/06/18,30/05/18,3, $379.41 
MLCAFE9,NESCAFE CLASICO 95 GRS,LA  C,PIEZA,29/09/15,18/07/17,0, $49.56 
MLCAFEV1,CAFE VILLA DEL PUERTO SOLUBLE 50GR,EC  E,PIEZA,10/01/13,,0, $22.08 
MLCAFN1,****NO USAR****NESCAFE CLASSICO 200 GRS,EC  E,PIEZA,26/01/09,10/11/09,0, $69.75 
MLCAJZAP1,CAJA ZAPATERA CHICA BAQUELITA,U   F,PIEZA,16/12/14,,0, $23.53 
MLCAMB1,AY10000 CAMBIADOR PAÑALES HORIZ JOFEL,OCS E,PIEZA,06/08/15,07/08/15,0," $6,654.20 "
MLCE1808,"1808-P CEPILLO 8"" BLOCK PLAST PVC",BI  E,PIEZA,21/11/17,13/04/18,7, $37.91 
MLCE88201,88201 CESTO MEDIA LUNA C/CENICER NG META,BJ  C,PIEZA,03/03/16,04/03/16,0," $2,728.32 "
MLCEB00,2956 CESTO P/BASURA RECT 27lts SUAVE,BJ  C,PIEZA,29/08/13,30/08/13,0, $119.39 
MLCEB01,CESTO P/BASURA  SABLON  REDONDO,BJ  C,PIEZA,18/09/15,06/04/16,0, $64.00 
MLCEB01A,CESTO BASURA RECT CHICO SABLON 815 Neg,BJ  C,PIEZA,20/10/14,22/07/15,0, $59.13 
MLCEB02.,(8025) CESTO JUMBO SABLON C/ASAS,BJ  C,PIEZA,15/05/18,30/05/18,10, $80.70 
MLCEB03,(8175) CESTO SABLON 65 LTS C/TAPA,BJ  C,PIEZA,05/04/18,05/04/18,1, $480.12 
MLCEB03A,CESTO P/BASURA 39 LTS RECTAN SUAVE,BJ  C,PIEZA,05/03/15,27/06/15,0, $175.76 
MLCEB04,CESTO TUCKER C/TAPA 60LIT,BJ  C,PIEZA,18/03/16,18/03/16,0, $137.20 
MLCEB04A,CESTO DANES 25L C/TAPA,BJ  C,PIEZA,01/10/15,30/09/15,0, $89.26 
MLCEB04B,CESTO DANES 25L BALANCIN,BJ  C,PIEZA,06/10/14,27/04/17,0, $85.09 
MLCEB05,235208 CONTENEDOR 121LTS COLOR,BJ  C,PIEZA,14/08/14,15/08/14,0, $963.20 
MLCEB06,CESTO PEDAL CHICO 3.6LT SMALL BIN,BJ  C,PIEZA,23/08/14,23/08/14,0, $46.40 
MLCEB07,CESTO PEDAL 16LT GRANDE BIN,BJ  C,PIEZA,23/08/14,23/08/14,0, $131.30 
MLCEB08,CESTO 42LTS BALANCIN FRONTAL NG,BJ  C,PIEZA,23/01/18,30/01/18,0, $314.00 
MLCEB09,(8030) CESTO SABLON P/BASURA,BJ  C,PIEZA,02/06/18,06/06/18,12, $77.72 
MLCEB10,CESTO P/BAS MET MALLA NG.(SABLON) 8055,BJ  C,PIEZA,11/04/18,09/06/18,9, $163.58 
MLCEB100,CESTO DE PLASTICO CAP 100 lts,BJ  C,Pieza,31/03/14,31/03/14,0, $180.43 
MLCEB11,235233 CESTO VAIVEN ULTRA 53LT AZUL,BJ  C,PIEZA,06/03/13,07/03/13,0, $401.80 
MLCEB12,CEST P/BAS MET MALLA PLATA (SABLON) 8054,PESPE,Pieza,17/11/17,09/06/18,0, $168.97 
MLCEB13,CESTO PAPELERO A/INOX 7LIT,BJ  C,PIEZA,05/07/08,14/11/12,0, $420.00 
MLCEB14,70200 CESTO METALICO REDONDO BCO GDE(JOK,BJ  C,PIEZA,25/04/08,12/11/12,0, $846.72 
MLCEB17,CESTO MANACO C/BALANCIN,BJ  C,PIEZA,18/12/13,13/08/08,0, $98.97 
"MLCEB17,",IYL1012 BASURERO C/PEDESTAL INOX 12LTS,BJ  C,PIEZA,21/08/14,23/08/14,0, $754.60 
MLCEB18,9100 CESTO PAPELERO C/BALANCIN,BJ  C,PIEZA,14/05/10,22/04/10,0, $47.60 
MLCEB18.,9100-W CESTO PAPELERO BALANCIN 13LTS BCO,BJ  C,PIEZA,22/07/10,24/03/11,0, $56.03 
MLCEB19,T60-A CESTO AZUL ECOLOGICO 60LIT C/TAP,BJ  C,PIEZA,20/03/15,23/03/15,0, $113.96 
MLCEB22,CESTO P/BASURA MET MALLA NG  8055,BJ  C,PIEZA,24/01/17,17/03/17,0, $115.07 
MLCEB23,CESTO BASURA ACRIMET RECTANG 12LT,BJ  C,Pieza,03/03/18,02/06/17,0, $76.38 
MLCEB24,BI70300 BASURERO CUADRADO CON CENICERO,BJ  C,PIEZA,20/10/17,23/10/17,0, $-   
MLCEB66,2643-G CESTO RUBBERMAID S/TAPA 166L GRIS,BJ  C,PIEZA,28/03/17,30/03/17,0," $1,449.00 "
MLCEB84,8004G CESTO 12.5 LTS SABLON CHICO,BJ  C,PIEZA,06/03/17,22/03/17,0, $87.96 
MLCEB85,8542BL CESTO SABLON 80 L C/PEDAL Y TAPA,BJ  C,PIEZA,23/03/17,24/03/17,0," $1,181.60 "
MLCEB86,8676 CESTO SABLON 80LT VDE T/ELIP C/ASAS,BJ  C,PIEZA,22/02/18,27/02/18,0, $666.00 
MLCEB87,8677 CESTO SABLON 80LT AZ T/ELIP C/ASAS,BJ  C,PIEZA,22/02/18,27/02/18,0, $666.00 
MLCEB88,8461 CESTO SABLON 80LT NJA T/ELIP C/ASAS,BJ  C,PIEZA,22/02/18,27/02/18,0, $650.00 
MLCEBDM1,CESTO BASURA SABLON D/MALLA,BJ  C,PIEZA,29/04/17,04/10/17,0, $115.07 
MLCEBGR,CESTO P/BASURA SABLON REDONDO GRANITO,BJ  C,PIEZA,,,0, $-   
MLCEBLGG,CESTO CON BALANCIN GRANDE GOURA,BJ  C,PIEZA,20/08/15,09/03/16,0, $108.02 
MLCEML-M,CESTO MEDIALUNA MEDIANO 14 LTS,BJ  C,PIEZA,07/07/15,13/07/15,0," $1,742.22 "
MLCEN04,BOTE TWIN AZUL ECOLOG C/TAPA 25LIT T25A,BJ  C,PIEZA,19/07/10,19/02/10,1, $48.78 
MLCEP01,CEPILLO PLANCHA  PLASTICO,BI  E,PIEZA,22/03/18,16/04/18,30, $10.50 
MLCEP04,CEPILLO PVC  ROJOS DE POLIPROPILENO,BI  E,PIEZA,24/04/06,24/04/06,0, $60.00 
MLCEP1.,1904 BASTON PINO 7/8 x 1.20 P/MET,BG  E,PIEZA,21/11/17,20/01/18,15, $35.82 
MLCEP1118,"1118-PR CEPILLO 18"" BLOCK PLAST ROJO PPP",BI  E,PIEZA,20/04/15,22/04/15,0, $100.05 
MLCEP1118B,"1118-PB CEPILLO 18"" AZUL CASTOR",BI  E,PIEZA,14/10/14,17/10/14,0, $100.05 
MLCEP1118Y,"1118-PY CEPILLO 18"" BLOCK PLAST AMARILLO",BI  E,PIEZA,14/10/14,17/10/14,0, $100.05 
MLCEP1224,"1224P CEPILLO 24"" PALMYRA BLOCK PPP",BI  E,PIEZA,10/06/13,10/06/13,0, $100.71 
MLCEP1324,"1324 CEPILLO 24"" MADERA LECHUGILLA CAST",BI  E,PIEZA,02/04/13,10/05/14,1, $124.62 
MLCEP1410B,"1410B CEPILLO DE NYLON SUAVE DE 10""",BI  E,Pieza,20/10/17,,2, $203.70 
MLCEP15,CEPILLO BOLA C/RECIPIENTE WC,BI  E,PIEZA,12/06/18,12/06/18,16, $24.75 
MLCEP15.,CEPILLO BOLA S/BASE P/WC OLIMPIA,BI  E,PIEZA,27/01/16,18/08/15,0, $18.60 
MLCEP16,CEPILLO BOLA S/BASE P/WC PERICO,BI  E,Pieza,17/11/17,01/03/18,3, $15.00 
MLCEP18,"1809 CEPILLO DE 9"" CASTOR FIBRA PVC",BI  E,PIEZA,28/05/14,21/01/15,0, $57.83 
MLCEP19BM,BASTON 1901-MB 1.20 AZUL ROSCADO CASTOR,BG  E,PIEZA,25/05/18,05/06/18,12, $19.70 
MLCEP1A,1904FY BASTON FIBRA DE VIDRIO 1X1.2 AMAR,BG  E,PIEZA,,,0, $-   
MLCEP3103,ESCOBETA MULTIUSOS 3103G C/VERDE CASTOR,BI  E,PIEZA,04/11/16,06/11/17,2, $34.14 
MLCEP4002W,4002W ESCOBETA PBT MEDIO BLANCO CASTOR,    E,PIEZA,25/06/13,10/06/13,0, $58.80 
MLCEP4402W,"4402w CEPILLO CASTOR DE 8"" CON BLOCK PLA",BI  E,PIEZA,12/11/12,12/11/12,0, $57.39 
MLCEPA7-A,PA007-A CONTENEDOR 90L AZUL CTAPA,BJ  C,Pieza,13/06/17,13/06/17,0, $272.96 
MLCEPA7-V,PA007-V CONTENEDOR 90L VERDE CTAPA,BJ  C,Pieza,13/06/17,13/06/17,0, $272.96 
MLCEPC1,"CEPILLO10""  P/LAVAR CARROS PVC",BI  E,PIEZA,08/04/15,07/10/15,0, $45.86 
MLCEPC1A,1905-BASTON P/CEPILLO 1.5 P/METALICA,BG  E,PIEZA,24/05/18,25/05/18,5, $51.48 
MLCEPC1B,1905-E BASTON DE ALUMINIO 1X1.5 ESTRIADO,BG  E,PIEZA,27/02/17,19/02/10,0, $82.89 
MLCEPC1C,1905-S PBASTON MADERA 1.50 CASTOR S/ROSC,BG  E,PIEZA,02/10/17,02/10/17,0, $41.10 
MLCEPC4,1905-AW BASTON/ALUMINIO DE 1.5 BCOcastor,BG  E,PIEZA,06/03/13,12/11/12,0, $182.98 
MLCEPC4A,"1905-MR BASTON MET 1.5 ROJO C/ROCSA 3/4""",BG  E,PIEZA,18/11/14,13/11/14,0, $16.75 
MLCEPC5,1901 BASTON DE 1.20 C/ROSCA DE MADERA,BG  E,PIEZA,,19/02/10,0, $19.80 
MLCEPC7,1905-MG BASTON MET 1.50 VERDE CASTOR,BG  E,PIEZA,12/05/10,19/05/12,0, $16.56 
MLCEPC9,"1524-P CEPILLO 24"" BLOCK PLAST EN POLIES",BI  E,PIEZA,10/04/13,25/10/12,0, $96.00 
MLCEPD1,1905-MB BASTON MET 1.37 AZUL CASTOR ROSC,BG  E,PIEZA,15/05/18,26/05/18,15, $22.70 
MLCEPH1,CEPILLO PLASTICO T/HERRADURA WC,BI  E,PIEZA,30/08/17,20/01/18,0, $11.55 
MLCEPI08,CEPILLO TIPO ESCOBETA,BI  E,PIEZA,23/09/14,24/09/14,0, $22.50 
MLCEPI3A,"1110-BR CEPILLO10""POLIPROPILENO ROJO S/B",BI  E,PIEZA,,19/02/10,4, $44.92 
MLCEPI3B,"1110-BK CEPILLO 10"" BI LEVEL NEGRO PPP",BI  E,PIEZA,19/05/11,20/05/11,0, $64.05 
MLCEPI4,"1810-P CEPILLO 10""  BLOCK PLAST PVC",BI  E,PIEZA,24/05/18,13/06/18,23, $50.93 
MLCEPI5,"1824-PR CEPILLO 24""BLOCK PVC ROJO S/BAST",BI  E,PIEZA,06/07/16,17/05/17,0, $156.90 
MLCEPI5A,"1824 PG CEPILLO 24"" BLOCK PVC VERDE S/B",BI  E,PIEZA,21/06/14,23/06/14,0, $152.58 
MLCEPI5B,1824 PB CEPILLO AZUL BLOCK PLAST PVC S/B,BI  E,PIEZA,26/08/13,05/09/13,0, $152.63 
